City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Horb,DE,50.288,11.1375,30.15,78,41,1.48,scattered clouds
347,Los Llanos De Aridane,ES,28.6585,-17.9182,55.15,89,0,7.0,clear sky
348,Hamilton,US,39.1834,-84.5333,50.09,59,0,1.01,clear sky
349,Saint Anthony,US,45.0205,-93.218,38.93,84,100,8.05,light rain
350,Lensk,RU,60.7253,114.9278,16.48,83,100,10.85,overcast clouds
351,Idlib,SY,35.9306,36.6339,52.41,57,22,7.4,few clouds
352,Asau,RO,46.4333,26.4,32.92,95,100,2.73,overcast clouds
353,Sivas,TR,39.7916,37.0019,45.23,39,40,12.66,scattered clouds
354,Namibe,AO,-15.1961,12.1522,70.52,79,92,8.03,overcast clouds
355,Malumfashi,NG,11.7853,7.6218,78.89,36,100,6.67,overcast clouds
356,Takoradi,GH,4.8845,-1.7554,81.54,86,71,10.18,light rain
357,Niteroi,BR,-22.8833,-43.1036,78.66,73,75,8.05,broken clouds
358,Talnakh,RU,69.4865,88.3972,0.03,96,86,7.76,overcast clouds
359,Falun,SE,60.6036,15.626,36.01,81,100,2.19,overcast clouds
360,Skjervoy,NO,70.0311,20.9714,14.0,66,65,9.51,broken clouds
361,Tautira,PF,-17.7333,-149.15,82.44,72,14,12.59,few clouds
362,Potiskum,NG,11.7091,11.0694,80.19,10,100,5.75,overcast clouds
363,Dunedin,NZ,-45.8742,170.5036,61.81,68,11,8.01,few clouds
364,Gazanjyk,TM,39.2446,55.5154,73.38,19,0,4.09,clear sky
365,Shahrud,IR,36.4182,54.9763,60.51,25,0,0.36,clear sky
366,Mbeya,TZ,-8.9,33.45,58.14,93,48,2.62,scattered clouds
367,Pangnirtung,CA,66.1451,-65.7125,23.59,92,100,1.14,overcast clouds
368,Iquique,CL,-20.2208,-70.1431,62.64,79,20,3.89,few clouds
369,Lakes Entrance,AU,-37.8811,147.981,61.32,87,100,16.75,overcast clouds
370,San Carlos De Bariloche,AR,-41.1456,-71.3082,44.35,53,40,12.66,scattered clouds
371,Aklavik,CA,68.2191,-135.0107,-5.55,88,100,10.87,overcast clouds
372,Bogande,BF,12.9714,-0.1436,85.66,48,100,10.69,overcast clouds
373,Kudahuvadhoo,MV,2.6708,72.8944,83.01,61,8,1.95,clear sky
374,Saurimo,AO,-9.6608,20.3916,63.99,96,87,2.35,overcast clouds
375,Cockburn Town,TC,21.4612,-71.1419,78.31,81,8,14.67,clear sky
376,Zhangye,CN,38.9342,100.4517,50.4,20,18,1.3,few clouds
377,Okhotsk,RU,59.3833,143.3,23.77,86,100,14.97,light snow
378,Gat,IL,31.61,34.7642,69.4,49,0,6.35,clear sky
379,Egvekinot,RU,66.3167,-179.1667,-6.11,82,10,15.52,clear sky
380,Yanam,IN,16.7333,82.2167,76.42,91,100,2.17,overcast clouds
381,Van,TR,38.4924,43.3831,43.95,53,75,3.44,broken clouds
382,Guanay,BO,-15.4975,-67.8797,71.98,85,13,0.47,few clouds
383,Marawi,PH,7.9986,124.2928,75.74,80,100,3.42,overcast clouds
384,Qaqortoq,GL,60.7167,-46.0333,32.79,86,59,3.4,broken clouds
385,Marck,FR,50.949,1.9433,38.03,74,100,16.33,overcast clouds
386,Dong Xoai,VN,11.5333,106.9167,79.29,66,100,8.08,overcast clouds
387,Dhadar,IN,28.3305,75.0632,73.2,8,0,7.4,clear sky
388,Pingliang,CN,35.5392,106.6861,54.95,40,100,4.09,overcast clouds
389,Boffa,GN,10.1667,-14.0333,72.5,82,65,5.28,broken clouds
390,Luanda,AO,-8.8368,13.2343,75.2,94,75,4.61,broken clouds
391,Buchanan,LR,5.8808,-10.0467,78.31,88,48,3.96,scattered clouds
392,Negombo,LK,7.2083,79.8358,77.61,86,28,5.17,scattered clouds
393,Santiago,CL,-33.4569,-70.6483,71.17,43,0,6.91,clear sky
394,Dakoro,NE,14.5106,6.765,80.55,5,15,8.14,few clouds
395,Andenes,NO,69.3143,16.1194,26.58,63,1,18.41,clear sky
396,Qandala,SO,11.472,49.8728,82.45,42,6,5.26,clear sky
397,Namatanai,PG,-3.6667,152.4333,84.74,70,100,6.26,light rain
398,Kodiak,US,57.79,-152.4072,36.91,87,100,6.91,light rain
399,Lompoc,US,34.6391,-120.4579,61.84,87,100,13.8,overcast clouds
400,Miquelon,PM,47.0975,-56.3814,33.98,88,73,24.23,broken clouds
401,Weligama,LK,5.9667,80.4167,76.89,87,84,3.02,broken clouds
402,Sisimiut,GL,66.9395,-53.6735,27.45,78,10,7.0,clear sky
403,Srandakan,ID,-7.9386,110.2506,80.51,79,34,2.64,scattered clouds
404,Pudozh,RU,61.8099,36.5345,9.84,99,90,3.06,overcast clouds
405,Corn Island,NI,12.1694,-83.0418,81.45,76,91,15.32,overcast clouds
406,Lovozero,RU,68.005,35.0117,4.69,98,100,5.08,overcast clouds
407,Caramay,PH,10.1815,119.236,80.69,81,72,8.03,moderate rain
408,Dutlwe,BW,-23.9833,23.9,65.66,86,100,11.86,overcast clouds
409,Riyadh,SA,24.6877,46.7219,77.14,13,100,5.35,overcast clouds
410,Nuevo Progreso,MX,23.1667,-97.95,73.54,68,0,1.99,clear sky
411,Strezhevoy,RU,60.7333,77.5889,26.44,96,100,18.77,snow
412,Alofi,NU,-19.0595,-169.9187,80.49,74,85,5.75,overcast clouds
413,Esil,KZ,51.9556,66.4042,36.39,78,98,11.32,overcast clouds
414,Tura,IN,25.5198,90.2201,71.33,94,54,7.9,broken clouds
415,Salalah,OM,17.0151,54.0924,75.29,64,0,3.44,clear sky
416,Lodwar,KE,3.1191,35.5973,84.2,39,74,8.99,broken clouds
417,Berdigestyakh,RU,62.0989,126.6992,21.09,93,100,8.88,light snow
418,Lala,PH,7.9745,123.7458,84.42,68,100,5.61,overcast clouds
419,Labrea,BR,-7.2586,-64.7981,73.92,92,28,2.62,scattered clouds
420,Halifax,CA,44.6453,-63.5724,39.09,79,61,1.14,broken clouds
421,Yinchuan,CN,38.4681,106.2731,54.41,13,100,7.09,overcast clouds
422,Oranjemund,NA,-28.55,16.4333,59.58,89,81,5.73,broken clouds
423,Aberdeen,GB,57.1437,-2.0981,52.48,83,100,19.57,moderate rain
424,Henties Bay,NA,-22.116,14.2845,60.57,87,0,4.27,clear sky
425,Port Hedland,AU,-20.3167,118.5667,89.65,51,2,8.05,clear sky
426,Kushima,JP,31.4583,131.2333,62.11,41,0,1.36,clear sky
427,Kerman,IR,30.2832,57.0788,46.26,27,0,4.61,clear sky
428,Yar-Sale,RU,66.8333,70.8333,15.22,88,100,19.44,overcast clouds
429,Ust-Nera,RU,64.5667,143.2,7.65,88,81,1.57,broken clouds
430,Walvis Bay,NA,-22.9575,14.5053,59.09,88,0,3.44,clear sky
431,Tiznit,MA,29.5833,-9.5,59.22,59,40,4.72,scattered clouds
432,Mizdah,LY,31.4451,12.9801,54.14,83,0,11.34,clear sky
433,Erenhot,CN,43.6475,111.9767,48.78,21,85,12.59,overcast clouds
434,Abadan,IR,30.3392,48.3043,67.95,42,0,2.3,clear sky
435,Dongsheng,CN,39.8161,109.9776,50.63,14,100,7.61,overcast clouds
436,Aykhal,RU,66.0,111.5,5.0,91,100,15.1,overcast clouds
437,Limpapa,PH,7.1197,121.9106,79.93,70,25,2.71,scattered clouds
438,Conde,BR,-7.2597,-34.9075,74.66,100,75,5.75,light rain
439,Naantali,FI,60.4674,22.0243,34.86,93,0,5.75,clear sky
440,Mocuba,MZ,-16.8392,36.9856,72.43,94,86,2.93,overcast clouds
441,Lokosovo,RU,61.1333,74.8167,30.34,93,100,16.6,overcast clouds
442,Lexington,US,37.9887,-84.4777,48.54,55,7,1.52,clear sky
443,Mount Gambier,AU,-37.8333,140.7667,65.14,53,52,5.35,broken clouds
444,Hualmay,PE,-11.0964,-77.6139,69.28,85,42,8.79,scattered clouds
445,Sola,VU,-13.8833,167.55,81.55,74,100,12.24,overcast clouds
446,Baoro,CF,5.6667,15.9667,71.2,81,100,3.69,overcast clouds
447,Muros,ES,42.7762,-9.0603,45.09,62,0,22.7,clear sky
448,Yerbogachen,RU,61.2767,108.0108,10.71,91,100,10.09,overcast clouds
449,Westport,US,41.1415,-73.3579,43.75,93,100,8.05,overcast clouds
450,Beidao,CN,34.5686,105.8933,54.07,59,100,4.45,overcast clouds
451,De-Kastri,RU,51.4667,140.7833,50.22,51,100,10.27,overcast clouds
452,Saint-Marc,HT,19.1082,-72.6938,79.54,75,10,5.12,clear sky
453,Shelbyville,US,35.4834,-86.4603,52.52,63,0,1.01,clear sky
454,Mukdahan,TH,16.5833,104.5,65.17,54,100,12.01,overcast clouds
455,Bongandanga,CD,1.5,21.05,68.11,93,58,1.92,broken clouds
456,Tevaitoa,PF,-16.7833,-151.5,82.24,71,21,12.39,few clouds
457,Mandera,KE,3.9366,41.867,82.47,59,82,13.22,broken clouds
458,Nampula,MZ,-15.1165,39.2666,71.55,94,20,0.0,few clouds
459,Katherine,AU,-14.4667,132.2667,89.92,48,0,8.05,clear sky
460,Pasighat,IN,28.0667,95.3333,68.02,97,100,3.89,overcast clouds
461,Darhan,MN,49.4867,105.9228,36.48,59,100,7.52,overcast clouds
462,Port Keats,AU,-14.25,129.55,87.58,55,26,4.54,scattered clouds
463,Inyonga,TZ,-6.7167,32.0667,64.98,90,92,3.87,overcast clouds
464,Ngunguru,NZ,-35.6167,174.5,69.3,78,55,7.99,broken clouds
465,Shumikhinskiy,RU,58.7448,57.6905,38.77,98,100,14.0,overcast clouds
466,Algarrobo,CO,10.1869,-74.5753,80.67,77,93,6.55,overcast clouds
467,Jining,CN,35.405,116.5814,57.25,54,94,14.07,overcast clouds
468,Kununurra,AU,-15.7667,128.7333,87.78,45,6,5.75,clear sky
469,Vao,NC,-22.6667,167.4833,79.52,86,20,15.86,few clouds
470,Cozumel,MX,20.5083,-86.9458,80.94,84,2,4.0,clear sky
471,Nemuro,JP,43.3236,145.575,39.83,79,0,15.95,clear sky
472,Pouebo,NC,-20.4,164.5667,81.61,83,100,12.44,light rain
473,Tezu,IN,27.9167,96.1667,66.4,95,100,4.41,moderate rain
474,Moissala,TD,8.3404,17.7663,81.0,55,92,6.69,overcast clouds
475,Castrillon,ES,43.3979,-6.7922,35.08,93,90,3.56,overcast clouds
476,Belmonte,BR,-15.8631,-38.8828,77.22,83,0,7.72,clear sky
477,Xiamen,CN,24.4798,118.0819,64.45,25,0,13.42,clear sky
478,Ancud,CL,-41.8697,-73.8203,51.22,89,100,6.4,light rain
479,Samaro,PK,25.2815,69.3965,75.51,47,6,9.71,clear sky
480,Nacala,MZ,-14.5428,40.6728,72.82,94,10,4.32,clear sky
481,Vista Hermosa,MX,19.5167,-99.2167,76.55,25,40,13.8,scattered clouds
482,Bacolod,PH,10.6667,122.95,84.29,69,100,15.14,overcast clouds
483,Tomatlan,MX,19.9333,-105.25,73.26,66,2,6.29,clear sky
484,Kihei,US,20.785,-156.4656,80.62,69,40,32.21,scattered clouds
485,Tokur,RU,53.1333,132.9,30.61,96,100,11.99,light snow
486,Necochea,AR,-38.5473,-58.7368,50.63,54,0,11.97,clear sky
487,Barcelos,PT,41.5388,-8.6151,46.85,55,6,11.56,clear sky
488,Morgan City,US,29.6994,-91.2068,69.8,64,0,6.91,clear sky
489,Coyoles,MX,19.4825,-96.6858,70.77,79,6,1.95,clear sky
490,Lamballe,FR,48.4676,-2.5144,38.34,91,97,5.28,overcast clouds
491,Plotnikovo,RU,55.0247,85.9436,32.34,100,100,4.32,overcast clouds
492,Port Hardy,CA,50.6996,-127.4199,44.78,81,75,2.3,light intensity shower rain
493,Jorhat,IN,26.75,94.2167,71.44,90,100,2.13,overcast clouds
494,Panaba,MX,21.2833,-88.2667,81.12,71,100,10.94,overcast clouds
495,Goderich,CA,43.7501,-81.7165,34.92,86,9,3.44,clear sky
496,Russell,US,32.3502,-85.1999,69.4,71,0,0.0,clear sky
497,Morrope,PE,-6.5417,-80.0111,71.24,74,93,15.23,overcast clouds
498,Ixtapa,MX,20.7,-105.2,73.22,73,20,11.5,few clouds
499,Kutum,SD,14.2,24.6667,73.17,11,5,6.35,clear sky
500,Port Augusta,AU,-32.5,137.7667,74.08,33,0,4.36,clear sky
501,Monki,PL,53.405,22.7979,25.68,61,90,6.42,overcast clouds
502,Loudi,CN,27.7344,111.9944,61.77,62,12,2.21,few clouds
503,Polunochnoye,RU,60.8697,60.4153,32.09,99,100,6.46,overcast clouds
504,Puerto Madryn,AR,-42.7692,-65.0385,59.05,36,6,18.25,clear sky
505,Palmer,US,42.1584,-72.3287,41.63,83,100,10.36,light rain
506,Beisfjord,NO,68.3751,17.5988,23.05,87,5,10.51,clear sky
507,Alta Floresta,BR,-9.8756,-56.0861,72.1,95,100,1.52,overcast clouds
508,Cayenne,GF,4.9333,-52.3333,79.09,1,75,8.05,broken clouds
509,Juegang,CN,32.3174,121.1855,52.81,58,89,7.27,overcast clouds
510,Bathurst,AU,-33.4166,149.5806,67.17,39,15,12.03,few clouds
511,Coldingham,GB,55.8868,-2.157,48.15,87,100,26.06,overcast clouds
512,Kavieng,PG,-2.5744,150.7967,84.07,68,100,5.21,overcast clouds
513,Abha,SA,18.2164,42.5053,58.82,31,0,0.0,clear sky
514,Winneba,GH,5.3511,-0.6231,80.53,85,86,9.31,moderate rain
515,Pecos,US,31.4229,-103.4932,86.31,10,0,3.44,clear sky
516,Hokitika,NZ,-42.7167,170.9667,63.93,62,1,5.44,clear sky
517,Troitsko-Pechorsk,RU,62.7084,56.1964,29.88,99,100,3.8,light snow
518,Kamina,CD,-8.7386,24.9906,64.99,93,100,2.19,overcast clouds
519,Rafaela,AR,-31.2503,-61.4867,67.98,50,0,3.0,clear sky
520,Stykkisholmur,IS,65.0757,-22.7297,31.17,79,100,13.42,overcast clouds
521,Sibu,MY,2.3,111.8167,77.31,88,40,5.75,scattered clouds
522,Mayo,US,38.8876,-76.5119,48.15,48,75,20.71,broken clouds
523,Macas,EC,-2.3167,-78.1167,68.23,98,97,0.81,overcast clouds
524,Meulaboh,ID,4.1363,96.1285,76.05,83,97,3.38,overcast clouds
525,Olafsvik,IS,64.8945,-23.7142,33.51,78,100,21.05,overcast clouds
526,Xiaoyi,CN,34.6178,109.703,62.28,56,100,0.58,overcast clouds
527,Saint Pete Beach,US,27.7253,-82.7412,72.16,73,0,3.44,clear sky
528,Hailun,CN,47.45,126.9333,50.67,44,29,10.65,scattered clouds
529,Merthyr Tydfil,GB,51.7479,-3.3778,46.44,86,100,15.03,overcast clouds
530,Pastos Bons,BR,-6.6017,-44.0767,74.01,80,68,2.35,broken clouds
531,High Level,CA,58.5169,-117.136,42.91,49,40,8.05,scattered clouds
532,Hay River,CA,60.8156,-115.7999,39.18,48,75,12.66,broken clouds
533,Waingapu,ID,-9.6567,120.2641,81.82,67,51,1.45,broken clouds
534,Gaogou,CN,34.0175,119.1886,54.07,55,63,9.31,broken clouds
535,Klaksvik,FO,62.2266,-6.589,41.92,98,100,21.77,overcast clouds
536,Erzin,TR,36.9559,36.2,56.26,68,85,2.17,overcast clouds
537,Nantucket,US,41.2835,-70.0995,44.71,83,100,10.36,overcast clouds
538,Awjilah,LY,29.1081,21.2869,72.54,17,5,11.18,clear sky
539,Dukat,RU,62.55,155.55,9.99,82,95,2.73,overcast clouds
540,Mola Di Bari,IT,41.0609,17.0873,44.91,81,100,2.75,overcast clouds
541,Mounana,GA,-1.4085,13.1586,70.66,97,100,0.63,light rain
542,Khanpur,PK,28.6453,70.6567,73.22,11,0,3.53,clear sky
543,San Javier,ES,37.8063,-0.8374,53.98,63,40,23.02,scattered clouds
544,Hamadan,IR,34.7992,48.5146,47.28,37,0,4.61,clear sky
545,Beringovskiy,RU,63.05,179.3167,2.07,74,81,18.23,broken clouds
546,Eureka,US,40.8021,-124.1637,60.75,71,100,5.01,overcast clouds
547,El Tigre,VE,8.8875,-64.2454,83.28,50,31,13.89,scattered clouds
548,Opuwo,NA,-18.0607,13.84,64.26,76,2,2.48,clear sky
